section	kabupaten_source	kecamatan	dealer_or_pos	ring_status	source_file	sheet	source_cell	currentness
Muaro Jambi	MUARO JAMBI	BAHAR UTARA	SM Tempino	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H84	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	JAMBI LUAR KOTA	DAM Bahar	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C85	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	JAMBI LUAR KOTA	MWP Sengeti	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D85	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	JAMBI LUAR KOTA	POS PAS Mendalo	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E85	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	JAMBI LUAR KOTA	POS PAS Sei Gelam	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F85	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	JAMBI LUAR KOTA	SSP Bahar	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G85	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	JAMBI LUAR KOTA	SM Tempino	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H85	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	KUMPEH	DAM Bahar	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C86	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	KUMPEH	MWP Sengeti	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D86	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	KUMPEH	POS PAS Mendalo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E86	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	KUMPEH	POS PAS Sei Gelam	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F86	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	KUMPEH	SSP Bahar	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G86	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	KUMPEH	SM Tempino	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H86	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	KUMPEH ULU	DAM Bahar	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C87	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	KUMPEH ULU	MWP Sengeti	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D87	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	KUMPEH ULU	POS PAS Mendalo	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E87	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	KUMPEH ULU	POS PAS Sei Gelam	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F87	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	KUMPEH ULU	SSP Bahar	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G87	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	KUMPEH ULU	SM Tempino	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H87	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	MARO SEBO	DAM Bahar	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C88	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	MARO SEBO	MWP Sengeti	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D88	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	MARO SEBO	POS PAS Mendalo	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E88	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	MARO SEBO	POS PAS Sei Gelam	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F88	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	MARO SEBO	SSP Bahar	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G88	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	MARO SEBO	SM Tempino	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H88	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	MESTONG	DAM Bahar	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C89	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	MESTONG	MWP Sengeti	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D89	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	MESTONG	POS PAS Mendalo	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E89	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	MESTONG	POS PAS Sei Gelam	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F89	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	MESTONG	SSP Bahar	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G89	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	MESTONG	SM Tempino	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H89	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	SEKERNAN	DAM Bahar	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C90	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	SEKERNAN	MWP Sengeti	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D90	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	SEKERNAN	POS PAS Mendalo	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E90	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	SEKERNAN	POS PAS Sei Gelam	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F90	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	SEKERNAN	SSP Bahar	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G90	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	SEKERNAN	SM Tempino	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H90	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	SUNGAI BAHAR	DAM Bahar	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C91	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	SUNGAI BAHAR	MWP Sengeti	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D91	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	SUNGAI BAHAR	POS PAS Mendalo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E91	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	SUNGAI BAHAR	POS PAS Sei Gelam	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F91	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	SUNGAI BAHAR	SSP Bahar	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G91	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	SUNGAI BAHAR	SM Tempino	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H91	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	SUNGAI GELAM	DAM Bahar	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C92	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	SUNGAI GELAM	MWP Sengeti	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D92	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	SUNGAI GELAM	POS PAS Mendalo	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E92	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	SUNGAI GELAM	POS PAS Sei Gelam	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F92	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	SUNGAI GELAM	SSP Bahar	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G92	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	SUNGAI GELAM	SM Tempino	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H92	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	TAMAN RAJO	DAM Bahar	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C93	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	TAMAN RAJO	MWP Sengeti	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D93	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	TAMAN RAJO	POS PAS Mendalo	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E93	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	TAMAN RAJO	POS PAS Sei Gelam	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F93	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	TAMAN RAJO	SSP Bahar	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G93	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Muaro Jambi	MUARO JAMBI	TAMAN RAJO	SM Tempino	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H93	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	AIR HITAM	CLS Singkut	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C99	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	AIR HITAM	CSM Mandiangin	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D99	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	AIR HITAM	CSM Sarolangun	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E99	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	AIR HITAM	NSS Sarolangun	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F99	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	AIR HITAM	PAS Sarolangun	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G99	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	AIR HITAM	POS PAS Pauh	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H99	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	BATANG ASAI	CLS Singkut	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C100	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	BATANG ASAI	CSM Mandiangin	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D100	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	BATANG ASAI	CSM Sarolangun	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E100	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	BATANG ASAI	NSS Sarolangun	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F100	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	BATANG ASAI	PAS Sarolangun	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G100	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	BATANG ASAI	POS PAS Pauh	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H100	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	BATHIN VIII	CLS Singkut	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C101	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	BATHIN VIII	CSM Mandiangin	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D101	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	BATHIN VIII	CSM Sarolangun	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E101	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	BATHIN VIII	NSS Sarolangun	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F101	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	BATHIN VIII	PAS Sarolangun	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G101	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	BATHIN VIII	POS PAS Pauh	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H101	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	CERMIN NAN GEDANG	CLS Singkut	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C102	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	CERMIN NAN GEDANG	CSM Mandiangin	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D102	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	CERMIN NAN GEDANG	CSM Sarolangun	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E102	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	CERMIN NAN GEDANG	NSS Sarolangun	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F102	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	CERMIN NAN GEDANG	PAS Sarolangun	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G102	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	CERMIN NAN GEDANG	POS PAS Pauh	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H102	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	LIMUN	CLS Singkut	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C103	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	LIMUN	CSM Mandiangin	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D103	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	LIMUN	CSM Sarolangun	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E103	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	LIMUN	NSS Sarolangun	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F103	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	LIMUN	PAS Sarolangun	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G103	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	LIMUN	POS PAS Pauh	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H103	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	MANDIANGIN	CLS Singkut	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C104	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	MANDIANGIN	CSM Mandiangin	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D104	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	MANDIANGIN	CSM Sarolangun	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E104	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	MANDIANGIN	NSS Sarolangun	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F104	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	MANDIANGIN	PAS Sarolangun	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G104	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	MANDIANGIN	POS PAS Pauh	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H104	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	PAUH	CLS Singkut	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C105	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	PAUH	CSM Mandiangin	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D105	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	PAUH	CSM Sarolangun	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E105	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	PAUH	NSS Sarolangun	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F105	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	PAUH	PAS Sarolangun	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G105	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	PAUH	POS PAS Pauh	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H105	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	PELAWAN	CLS Singkut	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C106	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	PELAWAN	CSM Mandiangin	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D106	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	PELAWAN	CSM Sarolangun	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E106	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	PELAWAN	NSS Sarolangun	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F106	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	PELAWAN	PAS Sarolangun	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G106	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	PELAWAN	POS PAS Pauh	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H106	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	SAROLANGUN	CLS Singkut	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C107	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	SAROLANGUN	CSM Mandiangin	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D107	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	SAROLANGUN	CSM Sarolangun	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E107	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	SAROLANGUN	NSS Sarolangun	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F107	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	SAROLANGUN	PAS Sarolangun	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G107	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	SAROLANGUN	POS PAS Pauh	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H107	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	SINGKUT	CLS Singkut	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C108	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	SINGKUT	CSM Mandiangin	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D108	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	SINGKUT	CSM Sarolangun	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E108	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	SINGKUT	NSS Sarolangun	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F108	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	SINGKUT	PAS Sarolangun	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G108	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Sarolangun	SAROLANGUN	SINGKUT	POS PAS Pauh	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H108	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	MUARA TABIR	Agung Motor	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C113	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	MUARA TABIR	Badoray Rimbo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D113	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	MUARA TABIR	DAM Rimbo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E113	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	MUARA TABIR	WJM Rimbo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F113	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	MUARA TABIR	WJM Tebo	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G113	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	RIMBO BUJANG	Agung Motor	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C114	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	RIMBO BUJANG	Badoray Rimbo	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D114	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	RIMBO BUJANG	DAM Rimbo	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E114	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	RIMBO BUJANG	WJM Rimbo	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F114	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	RIMBO BUJANG	WJM Tebo	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G114	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tebo	TEBO	RIMBO ILIR	Agung Motor	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C115	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
